,neg,neu,pos,compound,place_id
6264,0.075,0.735,0.191,0.3655,ChIJ6476ee6cbb53e8ab82f6
6265,0.0,0.623,0.377,0.8834,ChIJ6476ee6cbb53e8ab82f6
6266,0.365,0.635,0.0,-0.8238,ChIJ6476ee6cbb53e8ab82f6
6267,0.0,0.691,0.309,0.8221,ChIJ6476ee6cbb53e8ab82f6
6268,0.0,0.564,0.436,0.9118,ChIJ6476ee6cbb53e8ab82f6
6269,0.0,0.677,0.323,0.8225,ChIJ6476ee6cbb53e8ab82f6
6270,0.0,0.438,0.562,0.9583,ChIJ6476ee6cbb53e8ab82f6
6271,0.0,0.802,0.198,0.6369,ChIJ6476ee6cbb53e8ab82f6
6272,0.0,0.457,0.543,0.9358,ChIJed6d4e8a57d40749d012
6273,0.0,0.607,0.393,0.9001,ChIJed6d4e8a57d40749d012
6274,0.0,0.6,0.4,0.875,ChIJed6d4e8a57d40749d012
6275,0.0,0.705,0.295,0.7407,ChIJed6d4e8a57d40749d012
6276,0.0,0.443,0.557,0.944,ChIJed6d4e8a57d40749d012
6277,0.0,0.607,0.393,0.8655,ChIJed6d4e8a57d40749d012
6278,0.0,0.886,0.114,0.2023,ChIJed6d4e8a57d40749d012
6279,0.0,0.651,0.349,0.862,ChIJed6d4e8a57d40749d012
6280,0.0,0.789,0.211,0.4497,ChIJed6d4e8a57d40749d012
6281,0.0,0.564,0.436,0.9118,ChIJed6d4e8a57d40749d012
6282,0.0,0.582,0.418,0.8955,ChIJed6d4e8a57d40749d012
6283,0.0,0.581,0.419,0.8777,ChIJed6d4e8a57d40749d012
6284,0.0,0.819,0.181,0.6369,ChIJed6d4e8a57d40749d012
6285,0.0,0.708,0.292,0.6969,ChIJed6d4e8a57d40749d012
6286,0.098,0.494,0.408,0.7107,ChIJed6d4e8a57d40749d012
6287,0.0,0.648,0.352,0.8221,ChIJed6d4e8a57d40749d012
6288,0.365,0.635,0.0,-0.8238,ChIJed6d4e8a57d40749d012
6289,0.0,0.475,0.525,0.9628,ChIJed6d4e8a57d40749d012
6290,0.0,0.717,0.283,0.743,ChIJed6d4e8a57d40749d012
6291,0.0,0.62,0.38,0.8689,ChIJed6d4e8a57d40749d012
6292,0.254,0.746,0.0,-0.5812,ChIJed6d4e8a57d40749d012
6293,0.0,0.814,0.186,0.6249,ChIJed6d4e8a57d40749d012
6294,0.075,0.834,0.09,0.0826,ChIJed6d4e8a57d40749d012
6295,0.0,0.856,0.144,0.3291,ChIJed6d4e8a57d40749d012
6296,0.0,0.498,0.502,0.9441,ChIJed6d4e8a57d40749d012
6297,0.0,0.52,0.48,0.9169,ChIJed6d4e8a57d40749d012
6298,0.0,0.691,0.309,0.7712,ChIJed6d4e8a57d40749d012
6299,0.0,0.865,0.135,0.2942,ChIJed6d4e8a57d40749d012
6300,0.0,0.701,0.299,0.7152,ChIJed6d4e8a57d40749d012
6301,0.0,0.606,0.394,0.8439,ChIJed6d4e8a57d40749d012
6302,0.0,0.542,0.458,0.8516,ChIJed6d4e8a57d40749d012
6303,0.0,0.823,0.177,0.6249,ChIJed6d4e8a57d40749d012
6304,0.0,0.612,0.388,0.8591,ChIJed6d4e8a57d40749d012
6305,0.0,0.597,0.403,0.9098,ChIJed6d4e8a57d40749d012
6306,0.0,0.843,0.157,0.4215,ChIJed6d4e8a57d40749d012
6307,0.0,0.52,0.48,0.8997,ChIJed6d4e8a57d40749d012
6308,0.0,0.607,0.393,0.8658,ChIJed6d4e8a57d40749d012
6309,0.079,0.826,0.095,0.0826,ChIJed6d4e8a57d40749d012
6310,0.0,0.652,0.348,0.8399,ChIJed6d4e8a57d40749d012
6311,0.0,0.548,0.452,0.9245,ChIJed6d4e8a57d40749d012
6312,0.0,0.607,0.393,0.8658,ChIJed6d4e8a57d40749d012
6313,0.0,0.42,0.58,0.93,ChIJed6d4e8a57d40749d012
6314,0.0,0.651,0.349,0.862,ChIJed6d4e8a57d40749d012
6315,0.381,0.619,0.0,-0.8238,ChIJed6d4e8a57d40749d012
6316,0.0,0.679,0.321,0.7959,ChIJed6d4e8a57d40749d012
6317,0.0,0.599,0.401,0.8934,ChIJed6d4e8a57d40749d012
6318,0.0,0.5,0.5,0.9638,ChIJed6d4e8a57d40749d012
6319,0.0,0.597,0.403,0.8957,ChIJed6d4e8a57d40749d012
6320,0.0,0.829,0.171,0.5093,ChIJed6d4e8a57d40749d012
6321,0.0,0.485,0.515,0.9422,ChIJed6d4e8a57d40749d012
6322,0.0,0.459,0.541,0.936,ChIJed6d4e8a57d40749d012
6323,0.0,0.694,0.306,0.838,ChIJed6d4e8a57d40749d012
6324,0.0,0.514,0.486,0.9058,ChIJed6d4e8a57d40749d012
6325,0.0,0.606,0.394,0.8858,ChIJed6d4e8a57d40749d012
6326,0.367,0.633,0.0,-0.8276,ChIJed6d4e8a57d40749d012
6327,0.0,0.526,0.474,0.9118,ChIJed6d4e8a57d40749d012
6328,0.0,0.785,0.215,0.6588,ChIJed6d4e8a57d40749d012
6329,0.0,0.438,0.562,0.937,ChIJed6d4e8a57d40749d012
6330,0.0,0.675,0.325,0.8268,ChIJed6d4e8a57d40749d012
6331,0.0,0.599,0.401,0.8934,ChIJed6d4e8a57d40749d012
6332,0.0,0.551,0.449,0.9402,ChIJed6d4e8a57d40749d012
6333,0.0,0.682,0.318,0.7901,ChIJed6d4e8a57d40749d012
6334,0.0,0.446,0.554,0.9313,ChIJed6d4e8a57d40749d012
6335,0.0,0.661,0.339,0.8016,ChIJed6d4e8a57d40749d012
6336,0.0,0.586,0.414,0.891,ChIJed6d4e8a57d40749d012
6337,0.0,0.579,0.421,0.8797,ChIJed6d4e8a57d40749d012
6338,0.0,0.564,0.436,0.8516,ChIJed6d4e8a57d40749d012
6339,0.0,0.648,0.352,0.8221,ChIJed6d4e8a57d40749d012
6340,0.0,0.785,0.215,0.6249,ChIJed6d4e8a57d40749d012
6341,0.0,0.45,0.55,0.9423,ChIJed6d4e8a57d40749d012
6342,0.0,0.829,0.171,0.5093,ChIJed6d4e8a57d40749d012
6343,0.188,0.701,0.111,-0.3226,ChIJed6d4e8a57d40749d012
6344,0.0,0.548,0.452,0.9245,ChIJed6d4e8a57d40749d012
6345,0.0,0.4,0.6,0.9583,ChIJed6d4e8a57d40749d012
6346,0.0,0.732,0.268,0.6696,ChIJed6d4e8a57d40749d012
6347,0.381,0.619,0.0,-0.8238,ChIJed6d4e8a57d40749d012
6348,0.0,0.607,0.393,0.8658,ChIJed6d4e8a57d40749d012
6349,0.0,0.586,0.414,0.8718,ChIJed6d4e8a57d40749d012
6350,0.0,0.674,0.326,0.7759,ChIJed6d4e8a57d40749d012
6351,0.0,0.581,0.419,0.8777,ChIJed6d4e8a57d40749d012
6352,0.0,0.463,0.537,0.944,ChIJed6d4e8a57d40749d012
6353,0.0,0.702,0.298,0.7484,ChIJed6d4e8a57d40749d012
6354,0.381,0.619,0.0,-0.8238,ChIJed6d4e8a57d40749d012
6355,0.384,0.616,0.0,-0.8276,ChIJed6d4e8a57d40749d012
6356,0.0,0.717,0.283,0.743,ChIJed6d4e8a57d40749d012
6357,0.0,0.865,0.135,0.2942,ChIJed6d4e8a57d40749d012
6358,0.482,0.518,0.0,-0.9022,ChIJed6d4e8a57d40749d012
6359,0.0,0.523,0.477,0.915,ChIJed6d4e8a57d40749d012
6360,0.0,0.708,0.292,0.7345,ChIJed6d4e8a57d40749d012
6361,0.0,0.459,0.541,0.936,ChIJed6d4e8a57d40749d012
6362,0.0,0.577,0.423,0.9142,ChIJed6d4e8a57d40749d012
6363,0.0,0.664,0.336,0.796,ChIJed6d4e8a57d40749d012
6364,0.0,0.615,0.385,0.8553,ChIJed6d4e8a57d40749d012
6365,0.0,0.531,0.469,0.9097,ChIJed6d4e8a57d40749d012
6366,0.0,0.601,0.399,0.8519,ChIJed6d4e8a57d40749d012
6367,0.0,0.672,0.328,0.8313,ChIJed6d4e8a57d40749d012
6368,0.0,0.651,0.349,0.862,ChIJed6d4e8a57d40749d012
6369,0.097,0.489,0.414,0.728,ChIJed6d4e8a57d40749d012
6370,0.0,0.851,0.149,0.4215,ChIJed6d4e8a57d40749d012
6371,0.0,0.843,0.157,0.4215,ChIJed6d4e8a57d40749d012
6372,0.381,0.619,0.0,-0.8238,ChIJed6d4e8a57d40749d012
6373,0.381,0.619,0.0,-0.8238,ChIJed6d4e8a57d40749d012
6374,0.0,0.658,0.342,0.8313,ChIJed6d4e8a57d40749d012
6375,0.0,0.785,0.215,0.6249,ChIJed6d4e8a57d40749d012
6376,0.0,0.823,0.177,0.6249,ChIJed6d4e8a57d40749d012
6377,0.074,0.73,0.196,0.3962,ChIJed6d4e8a57d40749d012
6378,0.105,0.717,0.177,0.4019,ChIJed6d4e8a57d40749d012
6379,0.0,0.71,0.29,0.6486,ChIJed6d4e8a57d40749d012
6380,0.0,0.581,0.419,0.8777,ChIJed6d4e8a57d40749d012
6381,0.0,0.503,0.497,0.9674,ChIJed6d4e8a57d40749d012
6382,0.0,0.591,0.409,0.8655,ChIJed6d4e8a57d40749d012
6383,0.0,0.598,0.402,0.8553,ChIJed6d4e8a57d40749d012
6384,0.0,0.595,0.405,0.8805,ChIJed6d4e8a57d40749d012
6385,0.0,0.586,0.414,0.8718,ChIJed6d4e8a57d40749d012
6386,0.0,0.706,0.294,0.6114,ChIJed6d4e8a57d40749d012
6387,0.0,0.584,0.416,0.9078,ChIJed6d4e8a57d40749d012
6388,0.0,0.673,0.327,0.807,ChIJed6d4e8a57d40749d012
6389,0.0,0.591,0.409,0.8655,ChIJed6d4e8a57d40749d012
6390,0.0,0.856,0.144,0.2942,ChIJed6d4e8a57d40749d012
6391,0.0,0.55,0.45,0.8398,ChIJed6d4e8a57d40749d012
6392,0.0,0.72,0.28,0.7906,ChIJed6d4e8a57d40749d012
6393,0.0,0.486,0.514,0.9411,ChIJed6d4e8a57d40749d012
6394,0.133,0.687,0.18,0.2732,ChIJed6d4e8a57d40749d012
6395,0.0,0.571,0.429,0.9059,ChIJed6d4e8a57d40749d012
6396,0.0,0.606,0.394,0.8436,ChIJed6d4e8a57d40749d012
6397,0.0,0.59,0.41,0.9029,ChIJed6d4e8a57d40749d012
6398,0.0,0.518,0.482,0.9022,ChIJed6d4e8a57d40749d012
6399,0.0,0.787,0.213,0.4215,ChIJed6d4e8a57d40749d012
6400,0.0,0.431,0.569,0.9217,ChIJed6d4e8a57d40749d012
6401,0.0,0.711,0.289,0.5719,ChIJed6d4e8a57d40749d012
6402,0.0,0.531,0.469,0.9097,ChIJed6d4e8a57d40749d012
6403,0.17,0.634,0.196,-0.1331,ChIJed6d4e8a57d40749d012
6404,0.0,0.591,0.409,0.886,ChIJed6d4e8a57d40749d012
6405,0.0,0.845,0.155,0.296,ChIJed6d4e8a57d40749d012
6406,0.0,0.588,0.412,0.8885,ChIJed6d4e8a57d40749d012
6407,0.0,0.688,0.312,0.8268,ChIJed6d4e8a57d40749d012
6408,0.0,0.721,0.279,0.7644,ChIJed6d4e8a57d40749d012
6409,0.268,0.732,0.0,-0.5812,ChIJed6d4e8a57d40749d012
6410,0.0,0.704,0.296,0.8402,ChIJed6d4e8a57d40749d012
6411,0.0,0.819,0.181,0.6369,ChIJed6d4e8a57d40749d012
6412,0.0,1.0,0.0,0.0,ChIJed6d4e8a57d40749d012
6413,0.0,0.7,0.3,0.8074,ChIJed6d4e8a57d40749d012
6414,0.0,0.785,0.215,0.6249,ChIJed6d4e8a57d40749d012
6415,0.0,0.504,0.496,0.9149,ChIJed6d4e8a57d40749d012
6416,0.0,0.856,0.144,0.2942,ChIJed6d4e8a57d40749d012
6417,0.22,0.78,0.0,-0.4767,ChIJed6d4e8a57d40749d012
6418,0.0,0.497,0.503,0.9347,ChIJed6d4e8a57d40749d012
6419,0.0,0.581,0.419,0.911,ChIJed6d4e8a57d40749d012
6420,0.0,0.802,0.198,0.6369,ChIJed6d4e8a57d40749d012
6421,0.0,0.542,0.458,0.945,ChIJed6d4e8a57d40749d012
6422,0.0,0.723,0.277,0.7845,ChIJed6d4e8a57d40749d012
6423,0.0,0.499,0.501,0.944,ChIJed6d4e8a57d40749d012
6424,0.0,0.603,0.397,0.8718,ChIJed6d4e8a57d40749d012
6425,0.0,0.675,0.325,0.8478,ChIJed6d4e8a57d40749d012
6426,0.402,0.598,0.0,-0.7944,ChIJed6d4e8a57d40749d012
6427,0.0,0.681,0.319,0.838,ChIJed6d4e8a57d40749d012
6428,0.0,0.701,0.299,0.7152,ChIJed6d4e8a57d40749d012
6429,0.0,0.524,0.476,0.875,ChIJed6d4e8a57d40749d012
6430,0.0,0.819,0.181,0.6369,ChIJed6d4e8a57d40749d012
6431,0.482,0.518,0.0,-0.9022,ChIJed6d4e8a57d40749d012
6432,0.0,0.747,0.253,0.5789,ChIJed6d4e8a57d40749d012
6433,0.0,0.533,0.467,0.9059,ChIJed6d4e8a57d40749d012
6434,0.0,0.383,0.617,0.9442,ChIJed6d4e8a57d40749d012
6435,0.0,0.531,0.469,0.9097,ChIJed6d4e8a57d40749d012
6436,0.0,0.584,0.416,0.8934,ChIJed6d4e8a57d40749d012
6437,0.0,0.584,0.416,0.8932,ChIJed6d4e8a57d40749d012
6438,0.0,0.443,0.557,0.944,ChIJed6d4e8a57d40749d012
6439,0.0,0.569,0.431,0.8908,ChIJed6d4e8a57d40749d012
6440,0.0,0.48,0.52,0.945,ChIJed6d4e8a57d40749d012
6441,0.0,0.678,0.322,0.8439,ChIJed6d4e8a57d40749d012
6442,0.0,0.829,0.171,0.5093,ChIJed6d4e8a57d40749d012
6443,0.0,0.615,0.385,0.875,ChIJed6d4e8a57d40749d012
6444,0.0,0.542,0.458,0.945,ChIJed6d4e8a57d40749d012
6445,0.0,0.823,0.177,0.6249,ChIJed6d4e8a57d40749d012
6446,0.384,0.616,0.0,-0.8276,ChIJed6d4e8a57d40749d012
6447,0.0,0.569,0.431,0.9078,ChIJed6d4e8a57d40749d012
6448,0.0,0.678,0.322,0.8221,ChIJed6d4e8a57d40749d012
6449,0.0,0.522,0.478,0.8976,ChIJed6d4e8a57d40749d012
6450,0.153,0.847,0.0,-0.4023,ChIJed6d4e8a57d40749d012
6451,0.11,0.705,0.185,0.4019,ChIJed6d4e8a57d40749d012
6452,0.0,0.691,0.309,0.7712,ChIJed6d4e8a57d40749d012
6453,0.0,0.44,0.56,0.936,ChIJed6d4e8a57d40749d012
6454,0.133,0.687,0.18,0.2732,ChIJed6d4e8a57d40749d012
6455,0.0,0.492,0.508,0.9476,ChIJed6d4e8a57d40749d012
6456,0.0,0.467,0.533,0.9285,ChIJed6d4e8a57d40749d012
6457,0.0,0.814,0.186,0.6249,ChIJed6d4e8a57d40749d012
6458,0.0,0.691,0.309,0.7402,ChIJed6d4e8a57d40749d012
6459,0.0,0.706,0.294,0.8176,ChIJed6d4e8a57d40749d012
6460,0.0,0.514,0.486,0.9348,ChIJed6d4e8a57d40749d012
6461,0.0,0.582,0.418,0.9098,ChIJed6d4e8a57d40749d012
6462,0.129,0.69,0.181,0.296,ChIJed6d4e8a57d40749d012
6463,0.0,0.865,0.135,0.2942,ChIJed6d4e8a57d40749d012
6464,0.0,0.58,0.42,0.8126,ChIJed6d4e8a57d40749d012
6465,0.0,0.664,0.336,0.8225,ChIJed6d4e8a57d40749d012
6466,0.0,0.468,0.532,0.9411,ChIJed6d4e8a57d40749d012
6467,0.0,0.823,0.177,0.6249,ChIJed6d4e8a57d40749d012
6468,0.133,0.687,0.18,0.2732,ChIJed6d4e8a57d40749d012
6469,0.0,0.667,0.333,0.7177,ChIJed6d4e8a57d40749d012
6470,0.0,0.591,0.409,0.8655,ChIJed6d4e8a57d40749d012
6471,0.075,0.834,0.09,0.0826,ChIJed6d4e8a57d40749d012
6472,0.0,0.547,0.453,0.9558,ChIJed6d4e8a57d40749d012
6473,0.381,0.619,0.0,-0.8238,ChIJed6d4e8a57d40749d012
6474,0.0,0.422,0.578,0.9287,ChIJed6d4e8a57d40749d012
6475,0.381,0.619,0.0,-0.8238,ChIJed6d4e8a57d40749d012
6476,0.0,0.823,0.177,0.6249,ChIJed6d4e8a57d40749d012
6477,0.0,0.692,0.308,0.8402,ChIJed6d4e8a57d40749d012
6478,0.0,0.524,0.476,0.875,ChIJed6d4e8a57d40749d012
6479,0.0,0.581,0.419,0.8957,ChIJed6d4e8a57d40749d012
6480,0.0,0.649,0.351,0.8481,ChIJed6d4e8a57d40749d012
6481,0.0,0.445,0.555,0.945,ChIJed6d4e8a57d40749d012
6482,0.0,0.575,0.425,0.9022,ChIJed6d4e8a57d40749d012
6483,0.0,0.564,0.436,0.9244,ChIJed6d4e8a57d40749d012
6484,0.0,0.562,0.438,0.9136,ChIJed6d4e8a57d40749d012
6485,0.0,0.699,0.301,0.7845,ChIJed6d4e8a57d40749d012
6486,0.381,0.619,0.0,-0.8238,ChIJed6d4e8a57d40749d012
6487,0.0,0.585,0.415,0.9069,ChIJed6d4e8a57d40749d012
6488,0.0,0.658,0.342,0.8313,ChIJed6d4e8a57d40749d012
6489,0.0,0.843,0.157,0.4215,ChIJed6d4e8a57d40749d012
6490,0.0,0.7,0.3,0.8074,ChIJed6d4e8a57d40749d012
6491,0.0,0.597,0.403,0.9098,ChIJed6d4e8a57d40749d012
6492,0.0,0.695,0.305,0.836,ChIJed6d4e8a57d40749d012
6493,0.0,0.689,0.311,0.7759,ChIJed6d4e8a57d40749d012
6494,0.381,0.619,0.0,-0.8238,ChIJed6d4e8a57d40749d012
6495,0.0,0.691,0.309,0.7402,ChIJed6d4e8a57d40749d012
6496,0.0,0.588,0.412,0.8885,ChIJed6d4e8a57d40749d012
6497,0.0,0.582,0.418,0.9098,ChIJed6d4e8a57d40749d012
6498,0.0,0.648,0.352,0.8221,ChIJed6d4e8a57d40749d012
6499,0.0,0.577,0.423,0.9001,ChIJed6d4e8a57d40749d012
6500,0.0,0.674,0.326,0.6996,ChIJed6d4e8a57d40749d012
6501,0.0,0.43,0.57,0.9423,ChIJed6d4e8a57d40749d012
6502,0.0,0.613,0.387,0.8777,ChIJed6d4e8a57d40749d012
6503,0.0,0.701,0.299,0.7152,ChIJed6d4e8a57d40749d012
6504,0.0,0.691,0.309,0.8221,ChIJed6d4e8a57d40749d012
6505,0.0,0.681,0.319,0.6249,ChIJed6d4e8a57d40749d012
6506,0.0,0.715,0.285,0.7177,ChIJed6d4e8a57d40749d012
6507,0.399,0.601,0.0,-0.7885,ChIJed6d4e8a57d40749d012
6508,0.077,0.656,0.268,0.5423,ChIJed6d4e8a57d40749d012
6509,0.0,0.601,0.399,0.8519,ChIJed6d4e8a57d40749d012
6510,0.0,0.487,0.513,0.9577,ChIJed6d4e8a57d40749d012
6511,0.0,0.826,0.174,0.6369,ChIJed6d4e8a57d40749d012
6512,0.0,0.824,0.176,0.3291,ChIJed6d4e8a57d40749d012
6513,0.0,0.457,0.543,0.9358,ChIJed6d4e8a57d40749d012
6514,0.0,0.684,0.316,0.7553,ChIJed6d4e8a57d40749d012
6515,0.0,0.534,0.466,0.9493,ChIJed6d4e8a57d40749d012
6516,0.188,0.701,0.111,-0.3226,ChIJed6d4e8a57d40749d012
6517,0.0,0.707,0.293,0.6588,ChIJed6d4e8a57d40749d012
6518,0.484,0.516,0.0,-0.9043,ChIJed6d4e8a57d40749d012
6519,0.0,0.483,0.517,0.9431,ChIJed6d4e8a57d40749d012
6520,0.0,0.727,0.273,0.6444,ChIJed6d4e8a57d40749d012
6521,0.0,0.418,0.582,0.9661,ChIJed6d4e8a57d40749d012
6522,0.0,1.0,0.0,0.0,ChIJ9aee4d272a550e9014ce
6523,0.0,0.688,0.312,0.8271,ChIJ9aee4d272a550e9014ce
6524,0.0,0.648,0.352,0.8221,ChIJ9aee4d272a550e9014ce
6525,0.381,0.619,0.0,-0.8238,ChIJ9aee4d272a550e9014ce
6526,0.0,0.711,0.289,0.8074,ChIJ9aee4d272a550e9014ce
6527,0.22,0.78,0.0,-0.4767,ChIJ9aee4d272a550e9014ce
6528,0.0,0.71,0.29,0.5983,ChIJ9aee4d272a550e9014ce
6529,0.359,0.641,0.0,-0.6808,ChIJ9aee4d272a550e9014ce
6530,0.0,0.539,0.461,0.8824,ChIJ9aee4d272a550e9014ce
6531,0.131,0.697,0.172,0.25,ChIJ9aee4d272a550e9014ce
6532,0.38,0.62,0.0,-0.7885,ChIJ9aee4d272a550e9014ce
6533,0.0,0.661,0.339,0.8478,ChIJ9aee4d272a550e9014ce
6534,0.0,0.732,0.268,0.5255,ChIJ9aee4d272a550e9014ce
6535,0.0,0.685,0.315,0.784,ChIJ9aee4d272a550e9014ce
6536,0.0,0.84,0.16,0.431,ChIJ9aee4d272a550e9014ce
6537,0.333,0.54,0.127,-0.6517,ChIJ9aee4d272a550e9014ce
6538,0.0,0.682,0.318,0.7901,ChIJ9aee4d272a550e9014ce
6539,0.0,0.601,0.399,0.8519,ChIJ9aee4d272a550e9014ce
6540,0.0,0.691,0.309,0.8221,ChIJ9aee4d272a550e9014ce
6541,0.402,0.598,0.0,-0.7944,ChIJ9aee4d272a550e9014ce
6542,0.22,0.78,0.0,-0.4767,ChIJ9aee4d272a550e9014ce
6543,0.0,0.523,0.477,0.9391,ChIJ9aee4d272a550e9014ce
6544,0.0,0.625,0.375,0.8957,ChIJ9aee4d272a550e9014ce
6545,0.0,0.69,0.31,0.8016,ChIJ9aee4d272a550e9014ce
6546,0.0,0.447,0.553,0.9441,ChIJ9aee4d272a550e9014ce
6547,0.0,0.579,0.421,0.9124,ChIJ9aee4d272a550e9014ce
6548,0.0,0.505,0.495,0.9402,ChIJ9aee4d272a550e9014ce
6549,0.0,0.576,0.424,0.8832,ChIJ9aee4d272a550e9014ce
6550,0.0,0.796,0.204,0.6249,ChIJ9aee4d272a550e9014ce
6551,0.0,0.639,0.361,0.8625,ChIJ9aee4d272a550e9014ce
6552,0.0,0.45,0.55,0.9423,ChIJ9aee4d272a550e9014ce
6553,0.0,0.53,0.47,0.9441,ChIJ9aee4d272a550e9014ce
6554,0.072,0.71,0.217,0.5058,ChIJ9aee4d272a550e9014ce
6555,0.098,0.494,0.408,0.7107,ChIJ9aee4d272a550e9014ce
6556,0.0,0.526,0.474,0.9118,ChIJ9aee4d272a550e9014ce
6557,0.0,0.528,0.472,0.9523,ChIJ9aee4d272a550e9014ce
6558,0.0,0.699,0.301,0.5574,ChIJ9aee4d272a550e9014ce
6559,0.268,0.732,0.0,-0.5812,ChIJ9aee4d272a550e9014ce
6560,0.0,0.515,0.485,0.9441,ChIJ9aee4d272a550e9014ce
6561,0.0,0.45,0.55,0.9401,ChIJ9aee4d272a550e9014ce
6562,0.0,0.58,0.42,0.9117,ChIJ9aee4d272a550e9014ce
6563,0.0,0.577,0.423,0.9001,ChIJ9aee4d272a550e9014ce
6564,0.0,0.68,0.32,0.7645,ChIJ9aee4d272a550e9014ce
6565,0.0,0.514,0.486,0.9348,ChIJ9aee4d272a550e9014ce
6566,0.0,0.888,0.112,0.2263,ChIJ9aee4d272a550e9014ce
6567,0.0,0.572,0.428,0.8398,ChIJ9aee4d272a550e9014ce
6568,0.0,0.607,0.393,0.8655,ChIJ9aee4d272a550e9014ce
6569,0.0,0.646,0.354,0.8519,ChIJ9aee4d272a550e9014ce
6570,0.0,0.65,0.35,0.8439,ChIJ9aee4d272a550e9014ce
6571,0.0,0.534,0.466,0.9493,ChIJ9aee4d272a550e9014ce
6572,0.0,0.586,0.414,0.891,ChIJ9aee4d272a550e9014ce
6573,0.399,0.601,0.0,-0.7885,ChIJ9aee4d272a550e9014ce
6574,0.0,0.726,0.274,0.7783,ChIJ9aee4d272a550e9014ce
6575,0.158,0.588,0.255,0.2453,ChIJ9aee4d272a550e9014ce
6576,0.11,0.705,0.185,0.4019,ChIJ9aee4d272a550e9014ce
6577,0.0,0.505,0.495,0.9402,ChIJ9aee4d272a550e9014ce
6578,0.0,0.582,0.418,0.9098,ChIJ9aee4d272a550e9014ce
6579,0.0,0.693,0.307,0.7959,ChIJ9aee4d272a550e9014ce
6580,0.0,0.802,0.198,0.6369,ChIJ9aee4d272a550e9014ce
6581,0.384,0.616,0.0,-0.8276,ChIJ9aee4d272a550e9014ce
6582,0.1,0.55,0.35,0.6665,ChIJ9aee4d272a550e9014ce
6583,0.0,0.473,0.527,0.9485,ChIJ9aee4d272a550e9014ce
6584,0.074,0.73,0.196,0.3962,ChIJ9aee4d272a550e9014ce
6585,0.0,0.595,0.405,0.8805,ChIJ9aee4d272a550e9014ce
6586,0.0,0.706,0.294,0.8176,ChIJ9aee4d272a550e9014ce
6587,0.0,0.69,0.31,0.6588,ChIJ9aee4d272a550e9014ce
6588,0.0,0.708,0.292,0.7644,ChIJ9aee4d272a550e9014ce
6589,0.0,0.867,0.133,0.3182,ChIJ9aee4d272a550e9014ce
6590,0.0,0.514,0.486,0.9059,ChIJ9aee4d272a550e9014ce
6591,0.0,0.7,0.3,0.8271,ChIJ9aee4d272a550e9014ce
6592,0.0,0.701,0.299,0.8258,ChIJ9aee4d272a550e9014ce
6593,0.381,0.619,0.0,-0.8238,ChIJ9aee4d272a550e9014ce
6594,0.0,0.886,0.114,0.2023,ChIJ9aee4d272a550e9014ce
6595,0.0,0.634,0.366,0.8439,ChIJ9aee4d272a550e9014ce
6596,0.0,0.552,0.448,0.9215,ChIJ9aee4d272a550e9014ce
6597,0.0,0.51,0.49,0.91,ChIJ9aee4d272a550e9014ce
6598,0.383,0.617,0.0,-0.7351,ChIJ9aee4d272a550e9014ce
6599,0.0,0.381,0.619,0.9612,ChIJ9aee4d272a550e9014ce
6600,0.0,0.545,0.455,0.875,ChIJ9aee4d272a550e9014ce
6601,0.0,0.83,0.17,0.6249,ChIJ9aee4d272a550e9014ce
6602,0.0,0.706,0.294,0.6114,ChIJ9aee4d272a550e9014ce
6603,0.381,0.619,0.0,-0.8238,ChIJ9aee4d272a550e9014ce
6604,0.0,0.44,0.56,0.9458,ChIJ9aee4d272a550e9014ce
6605,0.0,0.528,0.472,0.9359,ChIJ9aee4d272a550e9014ce
6606,0.0,0.605,0.395,0.9022,ChIJ9aee4d272a550e9014ce
6607,0.0,0.594,0.406,0.9118,ChIJ9aee4d272a550e9014ce
6608,0.14,0.681,0.179,0.2263,ChIJ9aee4d272a550e9014ce
6609,0.0,0.519,0.481,0.9184,ChIJ9aee4d272a550e9014ce
6610,0.381,0.619,0.0,-0.8238,ChIJ9aee4d272a550e9014ce
6611,0.0,0.731,0.269,0.631,ChIJ9aee4d272a550e9014ce
6612,0.0,0.606,0.394,0.8436,ChIJ9aee4d272a550e9014ce
6613,0.0,0.493,0.507,0.9245,ChIJ9aee4d272a550e9014ce
6614,0.0,0.445,0.555,0.945,ChIJ9aee4d272a550e9014ce
6615,0.077,0.656,0.268,0.5423,ChIJ9aee4d272a550e9014ce
6616,0.0,0.458,0.542,0.9371,ChIJ9aee4d272a550e9014ce
6617,0.0,0.575,0.425,0.9022,ChIJ9aee4d272a550e9014ce
6618,0.0,0.741,0.259,0.743,ChIJ9aee4d272a550e9014ce
6619,0.0,0.848,0.152,0.2846,ChIJ9aee4d272a550e9014ce
6620,0.0,0.688,0.312,0.8268,ChIJ9aee4d272a550e9014ce
6621,0.0,0.651,0.349,0.862,ChIJ9aee4d272a550e9014ce
6622,0.0,0.721,0.279,0.7644,ChIJ9aee4d272a550e9014ce
6623,0.0,0.785,0.215,0.6588,ChIJ9aee4d272a550e9014ce
6624,0.205,0.795,0.0,-0.4767,ChIJ9aee4d272a550e9014ce
6625,0.0,0.482,0.518,0.9698,ChIJ9aee4d272a550e9014ce
6626,0.384,0.616,0.0,-0.8276,ChIJ9aee4d272a550e9014ce
6627,0.0,0.849,0.151,0.431,ChIJ9aee4d272a550e9014ce
